audit_id,supplier_id,audit_date,standard,clause,finding_type,severity,description,corrective_action_required,corrective_action_description,due_date,closure_date,status
AUD-00397,SPLR-055,1/18/2022,ISO 9001:2015,6.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,4/3/2022,4/10/2022,Closed
AUD-00398,SPLR-080,7/29/2024,IATF 16949,6.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Integrate risk assessment into supplier evaluation template.,10/10/2024,11/2/2024,Closed
AUD-00399,SPLR-088,1/16/2022,IATF 16949,9.3,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,3/5/2022,3/14/2022,Closed
AUD-00400,SPLR-025,5/11/2022,IATF 16949,6.3,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,6/26/2022,7/5/2022,Closed
AUD-00401,SPLR-038,4/27/2022,IATF 16949,7.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,7/7/2022,7/28/2022,Closed
AUD-00402,SPLR-044,4/8/2024,IATF 16949,4.2,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,6/29/2024,7/1/2024,Closed
AUD-00403,SPLR-061,1/5/2024,IATF 16949,5.3,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Implement formal non-conformance containment measures.,2/22/2024,2/18/2024,Closed
AUD-00404,SPLR-029,2/18/2025,ISO 9001:2015,9.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,4/3/2025,4/15/2025,Closed
AUD-00405,SPLR-061,11/10/2023,IATF 16949,6.3,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,1/8/2024,1/5/2024,Closed
AUD-00406,SPLR-053,8/25/2024,ISO 9001:2015,8.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Enhance traceability documentation for all lot numbers.,10/27/2024,11/5/2024,Closed
AUD-00407,SPLR-019,10/9/2022,ISO 9001:2015,6.2,Observation,Minor,Traceability records incomplete for critical components.,Yes,Document action items and track their closure status.,1/4/2023,1/23/2023,Closed
AUD-00408,SPLR-001,6/15/2022,IATF 16949,7.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Develop and follow a strict maintenance timetable.,8/24/2022,8/17/2022,Closed
AUD-00409,SPLR-017,3/5/2023,ISO 9001:2015,8.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Define and communicate complaint handling procedure.,5/24/2023,5/19/2023,Closed
AUD-00410,SPLR-026,4/6/2024,IATF 16949,9.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Revise and train staff on procedure adherence.,5/8/2024,6/1/2024,Closed
AUD-00411,SPLR-040,10/22/2023,ISO 9001:2015,4.1,Non-conformance,Minor,Documented procedure not followed during batch production.,Yes,Conduct training sessions and maintain attendance logs.,12/5/2023,12/17/2023,Closed
AUD-00412,SPLR-059,2/25/2024,IATF 16949,5.3,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Revise and train staff on procedure adherence.,4/14/2024,4/22/2024,Closed
AUD-00413,SPLR-003,10/2/2022,IATF 16949,9.1,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Conduct training sessions and maintain attendance logs.,11/11/2022,11/26/2022,Closed
AUD-00414,SPLR-016,9/26/2022,ISO 9001:2015,9.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,11/27/2022,11/27/2022,Closed
AUD-00415,SPLR-085,2/8/2024,IATF 16949,9.3,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,4/16/2024,4/9/2024,Closed
AUD-00416,SPLR-033,4/9/2022,ISO 9001:2015,7.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Enhance traceability documentation for all lot numbers.,5/16/2022,6/10/2022,Closed
AUD-00417,SPLR-035,2/25/2023,ISO 9001:2015,6.1,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Update calibration records and schedule preventive calibration.,5/8/2023,5/31/2023,Closed
AUD-00418,SPLR-078,8/3/2022,ISO 9001:2015,6.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,10/3/2022,10/5/2022,Closed
AUD-00419,SPLR-071,12/7/2024,ISO 9001:2015,6.2,Observation,Minor,Traceability records incomplete for critical components.,Yes,Integrate risk assessment into supplier evaluation template.,1/16/2025,1/8/2025,Closed
AUD-00420,SPLR-015,9/11/2024,IATF 16949,6.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Revise and train staff on procedure adherence.,11/22/2024,11/17/2024,Closed
AUD-00421,SPLR-059,7/4/2022,ISO 9001:2015,9.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Integrate risk assessment into supplier evaluation template.,9/13/2022,9/17/2022,Closed
AUD-00422,SPLR-047,8/8/2024,ISO 9001:2015,4.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Revise and train staff on procedure adherence.,10/31/2024,11/8/2024,Closed
AUD-00423,SPLR-085,8/26/2022,ISO 9001:2015,10.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Revise and train staff on procedure adherence.,11/18/2022,11/16/2022,Closed
AUD-00424,SPLR-024,1/3/2024,IATF 16949,10.2,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,2/25/2024,3/7/2024,Closed
AUD-00425,SPLR-084,3/30/2024,IATF 16949,6.3,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Define and communicate complaint handling procedure.,6/19/2024,7/5/2024,Closed
AUD-00426,SPLR-062,9/29/2022,ISO 9001:2015,10.2,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,11/24/2022,12/21/2022,Closed
AUD-00427,SPLR-015,2/17/2024,IATF 16949,10.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,4/17/2024,5/8/2024,Closed
AUD-00428,SPLR-099,4/5/2022,ISO 9001:2015,6.1,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,6/19/2022,7/12/2022,Closed
AUD-00429,SPLR-020,11/29/2024,ISO 9001:2015,7.1,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Define and communicate complaint handling procedure.,1/20/2025,2/3/2025,Closed
AUD-00430,SPLR-042,11/18/2022,IATF 16949,9.1,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,2/4/2023,2/25/2023,Closed
AUD-00431,SPLR-052,7/24/2023,ISO 9001:2015,8.1,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Expand audit scope and ensure full coverage.,10/3/2023,10/17/2023,Closed
AUD-00432,SPLR-058,7/29/2024,IATF 16949,10.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,10/21/2024,11/11/2024,Closed
AUD-00433,SPLR-071,10/15/2024,ISO 9001:2015,4.2,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,11/16/2024,12/11/2024,Closed
AUD-00434,SPLR-029,9/16/2023,ISO 9001:2015,9.1,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Develop and follow a strict maintenance timetable.,11/8/2023,11/1/2023,Closed
AUD-00435,SPLR-001,2/21/2025,IATF 16949,7.3,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,3/29/2025,4/2/2025,Closed
AUD-00436,SPLR-092,8/21/2023,IATF 16949,5.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,10/21/2023,10/19/2023,Closed
AUD-00437,SPLR-025,6/5/2023,ISO 9001:2015,5.2,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Enhance traceability documentation for all lot numbers.,7/18/2023,8/6/2023,Closed
AUD-00438,SPLR-059,4/28/2024,ISO 9001:2015,9.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Update calibration records and schedule preventive calibration.,7/16/2024,8/3/2024,Closed
AUD-00439,SPLR-100,1/9/2022,ISO 9001:2015,8.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Document action items and track their closure status.,3/10/2022,4/1/2022,Closed
AUD-00440,SPLR-065,9/20/2022,ISO 9001:2015,7.1,Observation,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,12/15/2022,12/25/2022,Closed
AUD-00441,SPLR-018,5/24/2023,IATF 16949,8.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,7/21/2023,7/19/2023,Closed
AUD-00442,SPLR-092,1/26/2025,IATF 16949,9.3,Observation,Major,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,3/10/2025,4/8/2025,Closed
AUD-00443,SPLR-098,9/29/2022,ISO 9001:2015,8.1,Observation,Major,Internal audit scope does not cover all processes.,Yes,Develop and follow a strict maintenance timetable.,12/13/2022,12/10/2022,Closed
AUD-00444,SPLR-067,4/8/2025,IATF 16949,9.3,Non-conformance,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Enhance traceability documentation for all lot numbers.,6/28/2025,6/18/2025,Open
AUD-00445,SPLR-037,2/20/2024,ISO 9001:2015,4.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Conduct training sessions and maintain attendance logs.,4/7/2024,4/7/2024,Closed
AUD-00446,SPLR-014,5/8/2022,IATF 16949,6.1,Non-conformance,Major,Internal audit scope does not cover all processes.,Yes,Revise and train staff on procedure adherence.,6/29/2022,7/17/2022,Closed
AUD-00447,SPLR-071,5/2/2023,IATF 16949,4.2,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Enhance traceability documentation for all lot numbers.,6/27/2023,7/7/2023,Closed
AUD-00448,SPLR-091,5/30/2023,ISO 9001:2015,8.2,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Conduct training sessions and maintain attendance logs.,8/26/2023,9/25/2023,Closed
AUD-00449,SPLR-095,2/1/2023,IATF 16949,8.3,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,3/14/2023,3/15/2023,Closed
AUD-00450,SPLR-075,3/25/2022,IATF 16949,6.3,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,5/2/2022,5/2/2022,Closed
AUD-00451,SPLR-077,11/8/2023,IATF 16949,5.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,2/5/2024,2/15/2024,Closed
AUD-00452,SPLR-067,10/1/2024,IATF 16949,4.3,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Expand audit scope and ensure full coverage.,11/14/2024,11/15/2024,Closed
AUD-00453,SPLR-085,5/1/2024,IATF 16949,4.3,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Conduct training sessions and maintain attendance logs.,7/26/2024,7/29/2024,Closed
AUD-00454,SPLR-097,1/9/2024,IATF 16949,6.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Expand audit scope and ensure full coverage.,3/9/2024,4/3/2024,Closed
AUD-00455,SPLR-088,12/10/2023,IATF 16949,6.2,Observation,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,1/24/2024,1/16/2024,Closed
AUD-00456,SPLR-099,8/21/2022,IATF 16949,6.3,Observation,Major,Internal audit scope does not cover all processes.,Yes,Integrate risk assessment into supplier evaluation template.,9/21/2022,10/14/2022,Closed
AUD-00457,SPLR-013,9/23/2024,ISO 9001:2015,6.1,Non-conformance,Minor,Inadequate training records for new operators.,Yes,Develop and follow a strict maintenance timetable.,11/24/2024,11/19/2024,Closed
AUD-00458,SPLR-027,5/15/2022,ISO 9001:2015,9.1,Observation,Minor,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,8/6/2022,8/2/2022,Closed
AUD-00459,SPLR-007,11/11/2022,ISO 9001:2015,7.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,12/16/2022,12/10/2022,Closed
AUD-00460,SPLR-058,2/16/2025,ISO 9001:2015,8.2,Observation,Major,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,4/13/2025,4/27/2025,Closed
AUD-00461,SPLR-009,10/10/2023,ISO 9001:2015,7.1,Non-conformance,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Expand audit scope and ensure full coverage.,11/9/2023,12/8/2023,Closed
AUD-00462,SPLR-098,1/3/2024,ISO 9001:2015,6.1,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,2/7/2024,2/15/2024,Closed
AUD-00463,SPLR-096,3/20/2024,ISO 9001:2015,7.2,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Expand audit scope and ensure full coverage.,5/3/2024,5/1/2024,Closed
AUD-00464,SPLR-019,10/23/2022,IATF 16949,10.3,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,12/27/2022,1/21/2023,Closed
AUD-00465,SPLR-096,1/11/2022,IATF 16949,9.3,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Update calibration records and schedule preventive calibration.,3/1/2022,3/4/2022,Closed
AUD-00466,SPLR-025,4/25/2024,ISO 9001:2015,5.1,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,7/3/2024,7/9/2024,Closed
AUD-00467,SPLR-010,3/7/2025,ISO 9001:2015,10.2,Observation,Minor,Internal audit scope does not cover all processes.,Yes,Define and communicate complaint handling procedure.,5/17/2025,6/11/2025,Open
AUD-00468,SPLR-046,5/29/2023,ISO 9001:2015,5.2,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Define and communicate complaint handling procedure.,8/27/2023,9/7/2023,Closed
AUD-00469,SPLR-058,7/24/2022,IATF 16949,10.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,9/12/2022,10/3/2022,Closed
AUD-00470,SPLR-055,4/11/2025,ISO 9001:2015,8.2,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Develop and follow a strict maintenance timetable.,7/1/2025,7/11/2025,Open
AUD-00471,SPLR-018,10/4/2023,ISO 9001:2015,10.1,Observation,Major,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,11/20/2023,12/3/2023,Closed
